=== FRESH25 STAGE1-2B START Thu Aug 20 02:12:49 BST 2026 ===
Loading GLiNER-BioMed model... (this may take a moment on the first run)
Fetching 12 files:   0%|          | 0/12 [00:00<?, ?it/s]Fetching 12 files: 100%|██████████| 12/12 [00:00<00:00, 2615.04it/s]
Loading GLiNER-relex model... (this may take a moment on the first run)
Fetching 10 files:   0%|          | 0/10 [00:00<?, ?it/s]Fetching 10 files: 100%|██████████| 10/10 [00:00<00:00, 2682.12it/s]
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Loading SapBERT model for vector normalization... (this may take a moment)
================================================================================
🚀 RUNNING END-TO-END PIPELINE (STAGE 1 -> STAGE 2a -> STAGE 2b) ON 25 NAMED NOTE(S)
================================================================================
Reading from /home/ec2-user/clinical_neuro_symbolic_pipeline_reorder/data/raw_notes/gold_notes.csv

[1/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 11532659-DS-11...
ℹ️ 17/26 relations in 11532659-DS-11 had at least one unlinked endpoint.
... 478 entities accepted, 478 normalized, 478 routed LOW, 54 non-asserted, 0 retained below threshold, 11 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
H/H                  | Lab Test     | Hematocrit determination     | 2 (Synonym)    | PRESENT    | LOW
hepatic  artery      | Anatomy      | Hepatic artery               | 1 (Exact)      | PRESENT    | LOW
hepatic artery       | Anatomy      | Hepatic artery               | 1 (Exact)      | PRESENT    | LOW
embolization         | Procedure    | Embolization procedure       | 2 (Synonym)    | PRESENT    | LOW
hgb                  | Lab Test     | Hemoglobin finding           | 3 (Semantic)   | PRESENT    | LOW
Anemia/Hemolysis     | Condition    | Hemolytic anemia             | 3 (Semantic)   | PRESENT    | LOW
H/H                  | Lab Test     | Measurement of total hemog   | 3 (Semantic)   | PRESENT    | LOW
Hemolysis            | Condition    | Hemolysis                    | 1 (Exact)      | PRESENT    | LOW
haptoglobin          | Lab Test     | Measurement of haptoglobin   | 3 (Semantic)   | PRESENT    | LOW
schistocytes         | Lab Test     | Schistocyte count in blood   | 3 (Semantic)   | PRESENT    | LOW
LDH                  | Lab Test     | Lactate dehydrogenase meas   | 3 (Semantic)   | PRESENT    | LOW
hemolysis            | Condition    | Hemolysis                    | 1 (Exact)      | POSSIBLE   | LOW
mitral  valve        | Anatomy      | Mitral valve structure       | 2 (Synonym)    | POSSIBLE   | LOW
H/H                  | Lab Test     | Measurement of total hemog   | 3 (Semantic)   | PRESENT    | LOW
Severe MR            | Condition    | Severe mitral valve regurg   | 3 (Semantic)   | PRESENT    | LOW
MVR                  | Anatomy      | Mitral valve structure       | 2 (Synonym)    | PRESENT    | LOW
Coumadin             | Medication   | coumaran                     | 3 (Semantic)   | PRESENT    | LOW
pacemaker  placeme   | Procedure    | Implantation of cardiac pa   | 3 (Semantic)   | PRESENT    | LOW
intra-abdominal he   | Condition    | Hemorrhage of abdominal ca   | 3 (Semantic)   | PRESENT    | LOW
heparin gtt          | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
Coumadin             | Medication   | coumaran                     | 3 (Semantic)   | PRESENT    | LOW
heparin              | Medication   | heparin                      | 1 (Exact)      | PRESENT    | LOW
HTN                  | Condition    | Hypertensive disorder        | 2 (Synonym)    | PRESENT    | LOW
Imdur                | Medication   | Imdusiran                    | 3 (Semantic)   | PRESENT    | LOW
hydralazine          | Medication   | hydralazine                  | 1 (Exact)      | PRESENT    | LOW
Hyperlipidemia       | Condition    | Hyperlipidemia               | 1 (Exact)      | PRESENT    | LOW
atorvastatin         | Medication   | atorvastatin                 | 1 (Exact)      | PRESENT    | LOW
Diabetes             | Condition    | Diabetes mellitus            | 3 (Semantic)   | PRESENT    | LOW
OMR                  | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
glarginine           | Medication   | insulin glargine             | 3 (Semantic)   | PRESENT    | LOW
ISS                  | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
metformin            | Medication   | metformin                    | 1 (Exact)      | PRESENT    | LOW
Asthma               | Condition    | Asthma                       | 1 (Exact)      | PRESENT    | LOW
albuterol            | Medication   | albuterol                    | 1 (Exact)      | PRESENT    | LOW
fluticasone          | Medication   | fluticasone                  | 1 (Exact)      | PRESENT    | LOW
loratidine           | Medication   | loratadine                   | 3 (Semantic)   | PRESENT    | LOW
GERD                 | Condition    | Gastroesophageal reflux di   | 1 (Exact)      | PRESENT    | LOW
omeprazole           | Medication   | omeprazole                   | 1 (Exact)      | PRESENT    | LOW
Insomnia             | Condition    | Insomnia                     | 1 (Exact)      | PRESENT    | LOW
trazodone            | Medication   | trazodone                    | 1 (Exact)      | PRESENT    | LOW
vitamin D            | Medication   | vitamin D                    | 1 (Exact)      | PRESENT    | LOW
Polymalgia Rheumat   | Condition    | Polymyalgia rheumatica       | 3 (Semantic)   | PRESENT    | LOW
prednisone           | Medication   | prednisone                   | 1 (Exact)      | PRESENT    | LOW
PMR                  | Condition    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
prednisone           | Medication   | prednisone                   | 1 (Exact)      | PRESENT    | LOW
prednisone           | Medication   | prednisone                   | 1 (Exact)      | PRESENT    | LOW
prednisone           | Medication   | prednisone                   | 1 (Exact)      | PRESENT    | LOW
Hydralazine          | Medication   | hydralazine                  | 1 (Exact)      | PRESENT    | LOW
Imdur                | Medication   | Imdusiran                    | 3 (Semantic)   | PRESENT    | LOW
Amoxicillin-Clavul   | Medication   | Amoxicillin / Clavulanate    | 3 (Semantic)   | PRESENT    | LOW
gallbladder          | Anatomy      | Gallbladder structure        | 2 (Synonym)    | PRESENT    | LOW
infection            | Condition    | Infectious disease           | 2 (Synonym)    | PRESENT    | LOW
Metoprolol           | Medication   | metoprolol                   | 1 (Exact)      | PRESENT    | LOW
BMP                  | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
INR                  | Lab Test     | Calculation of internation   | 1 (Exact, lab-procedure-sibling) | PRESENT    | LOW
torsemide            | Medication   | torsemide                    | 1 (Exact)      | PRESENT    | LOW
warfarin             | Medication   | warfarin                     | 1 (Exact)      | PRESENT    | LOW
INR                  | Lab Test     | Calculation of internation   | 1 (Exact, lab-procedure-sibling) | PRESENT    | LOW
heparin gtt          | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
INR                  | Lab Test     | Calculation of internation   | 1 (Exact, lab-procedure-sibling) | PRESENT    | LOW
torsemide            | Medication   | torsemide                    | 1 (Exact)      | PRESENT    | LOW
ACS                  | Condition    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
cholecystectomy      | Procedure    | Cholecystectomy              | 1 (Exact)      | PRESENT    | LOW
Augmentin            | Medication   | clavulanate                  | 3 (Semantic)   | PRESENT    | LOW
PTBD                 | Condition    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
prednisone           | Medication   | prednisone                   | 1 (Exact)      | PRESENT    | LOW
PMR                  | Condition    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
Acetaminophen        | Medication   | acetaminophen                | 1 (Exact)      | PRESENT    | LOW
Mild                 | Procedure    | Minimally invasive decompr   | 2 (Synonym)    | CONDITIONAL | LOW
Aspirin              | Medication   | aspirin                      | 1 (Exact)      | PRESENT    | LOW
Alcohol Pads         | Medication   | ethanol / isopropyl alcoho   | 3 (Semantic)   | PRESENT    | LOW
mL                   | Procedure    | Microlaryngoscopy            | 1 (Exact)      | PRESENT    | LOW
Warfarin             | Medication   | warfarin                     | 1 (Exact)      | PRESENT    | LOW
Flovent HFA          | Medication   | FLOMOXEF                     | 3 (Semantic)   | PRESENT    | LOW
fluticasone          | Medication   | fluticasone                  | 1 (Exact)      | PRESENT    | LOW
FreeStyle Lite Str   | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
Levemir FlexTouch    | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
insulin detemir      | Medication   | insulin detemir              | 1 (Exact)      | PRESENT    | LOW
mL                   | Procedure    | Microlaryngoscopy            | 1 (Exact)      | PRESENT    | LOW
Omeprazole           | Medication   | omeprazole                   | 1 (Exact)      | PRESENT    | LOW
Guaifenesin-Dextro   | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
mL                   | Procedure    | Microlaryngoscopy            | 1 (Exact)      | PRESENT    | LOW
Metoprolol           | Medication   | metoprolol                   | 1 (Exact)      | PRESENT    | LOW
albuterol            | Medication   | albuterol                    | 1 (Exact)      | PRESENT    | LOW
Amoxicillin          | Medication   | amoxicillin                  | 1 (Exact)      | ABSENT     | LOW
Atorvastatin         | Medication   | atorvastatin                 | 1 (Exact)      | PRESENT    | LOW
Vitamin D            | Medication   | vitamin D                    | 1 (Exact)      | PRESENT    | LOW
ClonazePAM           | Medication   | clonazepam                   | 1 (Exact)      | PRESENT    | LOW
anxiety              | Condition    | Anxiety                      | 1 (Exact)      | CONDITIONAL | LOW
insomnia             | Condition    | Insomnia                     | 1 (Exact)      | CONDITIONAL | LOW
Fluticasone          | Medication   | fluticasone                  | 1 (Exact)      | PRESENT    | LOW
HydrALAZINE          | Medication   | hydralazine                  | 1 (Exact)      | PRESENT    | LOW
Isosorbide Mononit   | Medication   | isosorbide dinitrate         | 3 (Semantic)   | PRESENT    | LOW
Loratadine           | Medication   | loratadine                   | 1 (Exact)      | PRESENT    | LOW
MetFORMIN            | Medication   | metformin                    | 1 (Exact)      | PRESENT    | LOW
Glucophage           | Medication   | glucametacin                 | 3 (Semantic)   | PRESENT    | LOW
Torsemide            | Medication   | torsemide                    | 1 (Exact)      | PRESENT    | LOW
TraZODone            | Medication   | trazodone                    | 1 (Exact)      | PRESENT    | LOW
Lidocaine            | Medication   | lidocaine                    | 1 (Exact)      | PRESENT    | LOW
Amoxicillin-Clavul   | Medication   | Amoxicillin / Clavulanate    | 3 (Semantic)   | PRESENT    | LOW
Calcium Carbonate    | Medication   | calcium carbonate            | 1 (Exact)      | PRESENT    | LOW
Heparin              | Medication   | heparin                      | 1 (Exact)      | PRESENT    | LOW
Heart Valve          | Anatomy      | Cardiac valve structure      | 3 (Semantic)   | PRESENT    | LOW
Glargine             | Medication   | insulin glargine             | 3 (Semantic)   | PRESENT    | LOW
Metoprolol Succina   | Medication   | Metoprolol Extended Releas   | 3 (Semantic)   | PRESENT    | LOW
Acetaminophen        | Medication   | acetaminophen                | 1 (Exact)      | PRESENT    | LOW
albuterol sulfate    | Medication   | albuterol                    | 3 (Semantic)   | PRESENT    | LOW
Alcohol Pads         | Medication   | ethanol / isopropyl alcoho   | 3 (Semantic)   | PRESENT    | LOW
Aspirin              | Medication   | aspirin                      | 1 (Exact)      | PRESENT    | LOW
Atorvastatin         | Medication   | atorvastatin                 | 1 (Exact)      | PRESENT    | LOW
mL                   | Procedure    | Microlaryngoscopy            | 1 (Exact)      | PRESENT    | LOW
ClonazePAM           | Medication   | clonazepam                   | 1 (Exact)      | PRESENT    | LOW
anxiety              | Condition    | Anxiety                      | 1 (Exact)      | CONDITIONAL | LOW
insomnia             | Condition    | Insomnia                     | 1 (Exact)      | CONDITIONAL | LOW
Flovent HFA          | Medication   | FLOMOXEF                     | 3 (Semantic)   | PRESENT    | LOW
fluticasone          | Medication   | fluticasone                  | 1 (Exact)      | PRESENT    | LOW
Fluticasone          | Medication   | fluticasone                  | 1 (Exact)      | PRESENT    | LOW
FreeStyle Lite Str   | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
Guaifenesin-Dextro   | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
mL                   | Procedure    | Microlaryngoscopy            | 1 (Exact)      | PRESENT    | LOW
Levemir FlexTouch    | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
insulin detemir      | Medication   | insulin detemir              | 1 (Exact)      | PRESENT    | LOW
mL                   | Procedure    | Microlaryngoscopy            | 1 (Exact)      | PRESENT    | LOW
Lidocaine            | Medication   | lidocaine                    | 1 (Exact)      | PRESENT    | LOW
Loratadine           | Medication   | loratadine                   | 1 (Exact)      | PRESENT    | LOW
MetFORMIN            | Medication   | metformin                    | 1 (Exact)      | PRESENT    | LOW
Glucophage           | Medication   | glucametacin                 | 3 (Semantic)   | PRESENT    | LOW
Omeprazole           | Medication   | omeprazole                   | 1 (Exact)      | PRESENT    | LOW
PredniSONE           | Medication   | prednisone                   | 1 (Exact)      | PRESENT    | LOW
Torsemide            | Medication   | torsemide                    | 1 (Exact)      | PRESENT    | LOW
TraZODone            | Medication   | trazodone                    | 1 (Exact)      | PRESENT    | LOW
insomnia             | Condition    | Insomnia                     | 1 (Exact)      | CONDITIONAL | LOW
Vitamin D            | Medication   | vitamin D                    | 1 (Exact)      | PRESENT    | LOW
Warfarin             | Medication   | warfarin                     | 1 (Exact)      | PRESENT    | LOW
Warfarin             | Medication   | warfarin                     | 1 (Exact)      | PRESENT    | LOW
HydrALAZINE          | Medication   | hydralazine                  | 1 (Exact)      | PRESENT    | LOW
HydrALAZINE          | Medication   | hydralazine                  | 1 (Exact)      | ABSENT     | LOW
Isosorbide Mononit   | Medication   | isosorbide dinitrate         | 3 (Semantic)   | ABSENT     | LOW
Isosorbide  Mononi   | Medication   | isosorbide dinitrate         | 3 (Semantic)   | ABSENT     | LOW
cholecystitis        | Condition    | Cholecystitis                | 1 (Exact)      | PRESENT    | LOW
Cholelithiasis       | Condition    | Biliary calculus             | 2 (Synonym)    | PRESENT    | LOW
heart                | Lab Test     | ECG finding                  | 3 (Semantic)   | PRESENT    | LOW
heart block          | Lab Test     | Troponin measurement         | 3 (Semantic)   | PRESENT    | LOW
Sinus bradycardia    | Condition    | Sinus bradycardia            | 1 (Exact)      | PRESENT    | LOW
exacerbation of HF   | Condition    | Exacerbation of congestive   | 3 (Semantic)   | PRESENT    | LOW
kidney               | Anatomy      | Kidney structure             | 2 (Synonym)    | PRESENT    | LOW
injury               | Condition    | Traumatic or non-traumatic   | 2 (Synonym)    | PRESENT    | LOW
Blood loss           | Symptom      | Hemorrhage                   | 2 (Synonym)    | PRESENT    | LOW
anemia               | Condition    | Anemia                       | 1 (Exact)      | PRESENT    | LOW
Atrial fibrillatio   | Condition    | Atrial fibrillation          | 1 (Exact)      | PRESENT    | LOW
Mechanical           | Symptom      | Mechanical                   | 1 (Exact)      | PRESENT    | LOW
mitral valve         | Anatomy      | Mitral valve structure       | 2 (Synonym)    | PRESENT    | LOW
come                 | Condition    | Chronic otitis media with    | 1 (Exact)      | PRESENT    | LOW
shortness of breat   | Symptom      | Dyspnea                      | 2 (Synonym)    | POSSIBLE   | LOW
abdominal pain       | Symptom      | Abdominal pain               | 1 (Exact)      | POSSIBLE   | LOW
